count,temperature,values
5,1.25,"[0.06493506493506493, 0.8, 0.06493506493506493, 0.8]"
5,1.25,"[0.23376623376623376, 0.6111111111111112, 0.36363636363636365, 0.39285714285714285]"
5,1.25,"[0.2727272727272727, 0.47619047619047616, 0.33766233766233766, 0.34615384615384615]"
5,1.25,"[0.09090909090909091, 0.7142857142857143, 0.06493506493506493, 1.0]"
5,1.25,"[0.33766233766233766, 0.46153846153846156, 0.6493506493506493, 0.22]"
5,1.25,"[0.4155844155844156, 0.28125, 0.5324675324675324, 0.24390243902439024]"
5,1.25,"[0.3246753246753247, 0.56, 0.45454545454545453, 0.3142857142857143]"
5,1.25,"[0.07792207792207792, 0.6666666666666666, 0.07792207792207792, 0.5]"
0,1.25,"[0.025974025974025976, 1.0, 0.025974025974025976, 1.0]"
0,1.25,"[0.025974025974025976, 1.0, 0.025974025974025976, 1.0]"
0,1.25,"[0.05194805194805195, 1.0, 0.09090909090909091, 0.5714285714285714]"
0,1.25,"[0.03896103896103896, 0.6666666666666666, 0.03896103896103896, 0.6666666666666666]"
0,1.25,"[0.012987012987012988, 1.0, 0.012987012987012988, 1.0]"
0,1.25,"[0.07792207792207792, 0.6666666666666666, 0.06493506493506493, 0.8]"
0,1.25,"[0.03896103896103896, 1.0, 0.05194805194805195, 0.75]"
0,1.25,"[0.07792207792207792, 0.5, 0.06493506493506493, 0.8]"
0,1.25,"[0.03896103896103896, 1.0, 0.05194805194805195, 0.75]"
0,1.25,"[0.03896103896103896, 1.0, 0.05194805194805195, 0.75]"
0,0.75,"[0.05194805194805195, 0.5, 0.025974025974025976, 1.0]"
0,0.75,"[0.12987012987012986, 0.5, 0.09090909090909091, 0.8571428571428571]"
0,0.75,"[0.07792207792207792, 0.6666666666666666, 0.06493506493506493, 0.8]"
0,0.75,"[0.15584415584415584, 0.4166666666666667, 0.1038961038961039, 0.75]"
0,0.75,"[0.07792207792207792, 0.8333333333333334, 0.07792207792207792, 0.8333333333333334]"
0,0.75,"[0.025974025974025976, 1.0, 0.025974025974025976, 1.0]"
0,0.75,"[0.012987012987012988, 1.0, 0.012987012987012988, 1.0]"
0,0.75,"[0.012987012987012988, 1.0, 0.012987012987012988, 1.0]"
0,0.75,"[0.06493506493506493, 0.6, 0.03896103896103896, 1.0]"
0,0.75,"[0.06493506493506493, 0.6, 0.07792207792207792, 0.5]"
5,0.75,"[0.12987012987012986, 0.3, 0.05194805194805195, 0.5]"
5,0.75,"[0.2597402597402597, 0.65, 0.4675324675324675, 0.2777777777777778]"
5,0.75,"[0.2077922077922078, 0.5, 0.2857142857142857, 0.4090909090909091]"
5,0.75,"[0.33766233766233766, 0.23076923076923078, 0.45454545454545453, 0.17142857142857143]"
5,0.75,"[0.2987012987012987, 0.43478260869565216, 0.37662337662337664, 0.3793103448275862]"
5,0.75,"[0.09090909090909091, 0.5714285714285714, 0.1038961038961039, 0.5]"
5,0.75,"[0.07792207792207792, 0.6666666666666666, 0.07792207792207792, 0.6666666666666666]"
5,0.75,"[0.3246753246753247, 0.44, 0.5844155844155844, 0.2222222222222222]"
5,0.75,"[0.22077922077922077, 0.6470588235294118, 0.3116883116883117, 0.4166666666666667]"
5,0.75,"[0.2857142857142857, 0.5909090909090909, 0.5714285714285714, 0.25]"
